player_name,player_rating,goals,assists,shots,passes,dribbles,tackles
Nycolas,6.6,0,0,2,5,10,2
Nycolas,6.6,0,0,2,5,10,2
Nycolas,6.6,0,0,2,5,10,2
Nycolas,6.6,0,0,2,5,10,2
Nycolas,6.6,0,0,2,5,10,2
Nycolas,6.6,0,0,2,5,10,2
