home_team,away_team,home_score,away_score,possession_home,possession_away,shots_home,shots_away,expected_goals_home,expected_goals_away,passes_home,passes_away,tackles_home,tackles_away,tackles_won_home,tackles_won_away,interceptions_home,interceptions_away,saves_home,saves_away,fouls_committed_home,fouls_committed_away,offsides_home,offsides_away,corners_home,corners_away,fouls_home,fouls_away,penalties_home,penalties_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,dribble_accuracy_home,dribble_accuracy_away,shot_accuracy_home,shot_accuracy_away,pass_accuracy_home,pass_accuracy_away
Crystal Palace,Tottenham,2,4,62,38,16,10,4.3,5.7,291,299,19,23,2,12,28,18,2,3,2,2,0,0,2,1,1,1,1,1,1,0,1,0,91,97,31,60,91,86
